Name,Address,State,County,Phone,Email,Website,Category,Facility_Type,Feedstock,Latitude,Longitude,NAICS_Code,Hours,Accepts_Dropoff,Fee_Structure,Fee_Details,Offers_Payment,Payment_Details
Lewis County Central Solid Waste Transfer Station,"1411 S. Tower Ave., Centralia, WA 98531, Washington",Washington,,(360) 740-1451,,https://lewiscountywa.gov/departments/solid-waste/recycling-in-lewis-county/transfer-station-drop-recycling/,Municipal Recycling,Public Drop-off Center,"Cardboard, Tin cans, Aluminum cans, Scrap metal, Glass bottles and jars, Newspapers, Magazines, Office paper, School paper, Mail, Paperback books, Paper bags and boxes",46.6999805,-122.9623154,562920,Mon.-Sat. 7:30 a.m.-5:30 p.m.,Yes,Free,Free for residents,No,
East Lewis County Transfer Station,"6745 U.S. Hwy. 12, Morton, WA 98356, Washington",Washington,,(360) 740-1451,,https://lewiscountywa.gov/departments/solid-waste/recycling-in-lewis-county/transfer-station-drop-recycling/,Municipal Recycling,Public Drop-off Center,"Cardboard, Tin cans, Aluminum cans, Scrap metal, Glass bottles and jars, Newspapers, Magazines, Office paper, School paper, Mail, Paperback books, Paper bags and boxes",46.53233609999999,-122.2429975,562920,Mon.-Sat. 8:30 a.m.-4:30 p.m.,Yes,Free,Free for residents,No,
Berkeley County Solid Waste Authority,"19 Recovery Way, Martinsburg, West Virginia, 25405",West Virginia,,(304) 267-9370,,http://www.berkeleycountyrecycling.org/solidwaste/,Municipal Recycling,Public Drop-off Center,"Aluminum, appliances, batteries, cardboard, compost yard waste, clothing, electronics, glass, paper, scrap metal, used oil",39.4411935,-77.9461681,562920,"Grapevine Road: Monday-Saturday, 9:00 am - 5:00 pm; South Berkeley: Tuesday-Saturday, 9:00 am - 5:00 pm; Hedgesville: Saturday, 9:00 am - 5:00 pm",Yes,Free,Free for residents,No,
City of Martinsburg Recycling Center,"800 Boston Street, Martinsburg, West Virginia, 25401",West Virginia,,(304) 264-2126,,http://cityofmartinsburg.org/public-works/,Municipal Recycling,Public Drop-off Center,"Aluminum/steel Cans, Brown Glass, Clear Glass, Glass, Green Glass, Metals, Newspaper, Paper",39.4644807,-77.971266,562920,"Saturday, 8:00 am - 2:00 pm",Yes,Free,Free for residents,No,
Boone County Recycling Center,"435 Foster Road, Foster, West Virginia, 25081",West Virginia,,(304) 369-9253,,www.boonecountyclerkwv.com,Municipal Recycling,Public Drop-off Center,"Aluminum Cans, Automotive, Corrugated Cardboard, Metals, Newspaper, Paper, Tires",38.0948324,-81.7787019,562920,N/A,Yes,Free,Free for residents,No,
Brooke County Solid Waste Authority - Recycling Center,"Mac Barnes Drive, Beech Bottom, West Virginia, 26030",West Virginia,,(304) 527-3947,,http://www.brookecountyswa.com/,Municipal Recycling,Public Drop-off Center,"Aluminum Cans, Automotive, Corrugated Cardboard, Electronics, Electronics - call for types, Magazines, Metals, Newspaper, Office Paper, Paper, Paperboard, Steel Cans, Tires",40.2099378,-80.651389,562920,N/A,Yes,Free,Free for residents,No,
Cabell County Solid Waste Authority - Milton Mobile Recycling Trailer,"339 E. Main Street, Milton, West Virginia, 25504",West Virginia,,N/A,,www.ccswa.us,Municipal Recycling,Public Drop-off Center,"Aluminum Cans, Corrugated Cardboard, Metals, Paper, Paper - call for types, Plastic #1, Plastic #2, Plastics, Steel Cans",38.4350853,-82.1292132,562920,1st and 3rd Saturday; check website for time and updates.,Yes,Free,Free for residents,No,
Calhoun County Solid Waste Authority,"2427 W. Little Kanawha Hwy., Grantsville, West Virginia, 26147",West Virginia,,(304) 354-7786,,N/A,Municipal Recycling,Public Drop-off Center,"Aluminum of several types, copper, small electric motors, brass, auto batteries, brass or copper radiators, paper, magazines, carboard, plastic #1 & #2, steel food cans, aluminum, houshold batteries, glass bottles and jars, steel appliances",38.9306029,-81.1094983,562920,"Open 24 hours; Buybacks on Tuesday, Thursday, and Saturday (call for hours)",Yes,Free,Free for residents,No,
Fayette County Solid Waste Authority,"549 Mall Road, Fayetteville, West Virginia",West Virginia,,(304) 574-4339,,N/A,Municipal Recycling,Public Drop-off Center,"Automotive, Tires",38.0138641,-81.12614940000002,562920,N/A,Yes,Free,Free for residents,No,
Greenbrier Recycling Center,"450 Monroe Avenue, Ronceverte, West Virginia, 24970",West Virginia,,N/A,,N/A,Municipal Recycling,Public Drop-off Center,"Aluminum Cans, Corrugated Cardboard, Magazines, Metals, Newspaper, Office Paper, Paper, Plastic #1, Plastic #2, Plastics, Steel Cans",37.7454173,-80.4700405,562920,N/A,Yes,Free,Free for residents,No,
Mercer County Solid Waste Authority,"749 Frontage Rd, Princeton, West Virginia, 24740",West Virginia,,(304) 425-2939,,https://www.mcswa-wv.com/free-day.html,Municipal Recycling,Public Drop-off Center,"Aluminum Cans, Corrugated Cardboard, Ferrous Metals, Metals, Mixed Paper, Newspaper, Nonferrous Metals, Paper, Plastic #1, Plastic #2, Steel Cans, Electronics and computer towers and laptops, network equipment, some batteries - call for details.",37.3304338,-81.12784909999999,562920,"Mon.-Friday, 8:00 am - 4:00 pm",Yes,Free,Free for residents,No,
Monongalia County Solid Waste Authority,"3788 Morgantown Industrial Park, Morgantown, West Virginia, 26505",West Virginia,,(304) 292-3801,,www.mcswa.wordpress.com,Municipal Recycling,Public Drop-off Center,Mountaineer Transfer handles recycling. Information can be found at: www.morgantownwv.gov. Educational materials on recycling and proper disposal of solid waste are available at the office or on the website.,39.6101405,-79.9771906,562920,"Mon, Wed, Friday from 9-4:30",Yes,Free,Free for residents,No,
Morgan County Solid Waste Authority Collection Site,"2990 Valley Rd ( Rt522), Berkeley Springs, West Virginia, 25411",West Virginia,,(304) 258-8718,,http://www.morgancountyrecycles.org/,Municipal Recycling,Public Drop-off Center,"Aluminum Cans, Corrugated Cardboard, Magazines, Metals, Mixed Paper, Newspaper, Office Paper, Paper, Paperboard, Plastic #1, Plastic #2, Steel Cans",39.5877032,-78.24994509999999,562920,Summer hours: Monday 11am to 4pm. Friday and Saturday 8:30am to 2:30 pm Winter Hours: Mon & Friday 11am to 4:30pm. Sat 8:30am to 2:30 PM.,Yes,Free,Free for residents,No,
City of Madison Drop-off Site - East,"4602 Sycamore Ave, Madison, WI, Wisconsin",Wisconsin,,,,https://www.cityofmadison.com/streets/trash-recycling/drop-off-sites,Municipal Recycling,Public Drop-off Center,"Trash, Recycling, Brush, Yard waste, Electronics, Large items, Styrofoam for recycling, Cooking oil, Cardboard, Batteries, Appliances",43.114662,-89.3019625,562920,See website for hours,Yes,Free,Free for residents,No,
City of Madison Drop-off Site - West,"402 South Point Rd, Madison, WI, Wisconsin",Wisconsin,,,,https://www.cityofmadison.com/streets/trash-recycling/drop-off-sites,Municipal Recycling,Public Drop-off Center,"Trash, Recycling, Brush, Yard waste, Electronics, Large items, Styrofoam for recycling, Cooking oil, Cardboard, Batteries, Appliances",43.0539724,-89.5565027,562920,See website for hours,Yes,Free,Free for residents,No,
City of Madison Drop-off Site - Central,"121 E Olin Ave, Madison, WI, Wisconsin",Wisconsin,,,,https://www.cityofmadison.com/streets/trash-recycling/drop-off-sites,Municipal Recycling,Public Drop-off Center,"Trash, Recycling, Brush, Yard waste, Electronics, Large items, Styrofoam for recycling, Cooking oil, Cardboard, Batteries, Appliances",43.051839,-89.38358579999999,562920,See website for hours,Yes,Free,Free for residents,No,
City of Milwaukee Drop Off Center - South,"3879 W Lincoln Avenue, Milwaukee, WI, Wisconsin",Wisconsin,,,,https://city.milwaukee.gov/sanitation/DropOff,Municipal Recycling,Public Drop-off Center,"Antifreeze, Appliances, Asphalt Shingles, Car batteries, Concrete, Cooking oil, Electronics, Large corrugated cardboard, Motor oil and filters, Recyclables normally accepted curbside, Scrap metal, Tires",43.0022671,-87.96273599999999,562920,"Summer: Tue-Sun 7am-3pm, Winter: Tue-Sat 7am-3pm",Yes,Free,Free for residents,No,
City of Milwaukee Drop Off Center - North,"6660 N Industrial Road, Milwaukee, WI, Wisconsin",Wisconsin,,,,https://city.milwaukee.gov/sanitation/DropOff,Municipal Recycling,Public Drop-off Center,"Antifreeze, Appliances, Asphalt Shingles, Car batteries, Concrete, Cooking oil, Electronics, Large corrugated cardboard, Motor oil and filters, Recyclables normally accepted curbside, Scrap metal, Tires",43.1391098,-87.9950509,562920,"Summer: Tue-Sun 7am-3pm, Winter: Tue-Sat 7am-3pm",Yes,Free,Free for residents,No,
Wauwatosa Drop Off Center,"11100 W. Walnut Road, Wauwatosa, WI 53226, Wisconsin",Wisconsin,,(414) 471-8422,,https://www.wauwatosa.net/services/drop-off-center,Municipal Recycling,Public Drop-off Center,"Recyclable items (Plastics #1, #2 and #5, Aluminum containers, Glass jars, Paper products, Cardboard), Residential garbage, Residential clean fill, Residential construction debris, Residential yard waste, Appliances, laptops, desktop computers and monitors, Televisions, Automobile tires",43.0537123,-88.0511843,562920,Wednesdays and Saturdays: 7:30 am - 4:00 pm,Yes,Free,Free for residents,No,
Fitchburg Recycling Drop Off Site,"2373 S. Fish Hatchery Rd, Fitchburg, WI, Wisconsin",Wisconsin,,,,https://www.fitchburgwi.gov/214/Recycling-Drop-Off-Site,Municipal Recycling,Public Drop-off Center,"Yard waste (non-invasive), Invasive species (bagged), Scrap metal, Cardboard, Motor oil, Oil filters, Plastic film and foam products",42.9826433,-89.43009939999999,562920,Daylight hours only,Yes,Free,Free for residents,No,
Town of Richmond Recycling Center,"1428 100th Street, New Richmond, WI, Wisconsin",Wisconsin,,(715) 690-4661,,https://sccwi.gov/520/Recycling-Center-Locations,Municipal Recycling,Public Drop-off Center,Trash and Recycling,45.0679265,-92.59906749999999,562920,See website for hours,Yes,Free,Free for residents,No,
City of Casper-Solid Waste Division,"1886 North Station Road, Casper, Wyoming, 82602",Wyoming,,(307) 235-8246,,http://www.casperwy.gov/cms/One.aspx?portalId=63067&pageId=81393,Municipal Recycling,Public Drop-off Center,"Aluminum cans, Plastics [1] – [2], Newspapers, Glass, Tin and steel cans, E-waste, Batteries, Used oil, Metals, Oil based paint, Flammable liquids",42.8746338,-106.2820258,562920,"Monday - Saturday, 7:30 a.m. to 4:00 p.m.",Yes,Free,Free for residents,No,
City of Cheyenne,"220 N College Drive, Cheyenne, Wyoming, 82001",Wyoming,,(307) 637-6440,,www.cheyennecity.org/236/Recycling,Municipal Recycling,Public Drop-off Center,"Aluminum cans, foil and pie tins, Steel (tin) cans, Newspapers & inserts & telephone books, Corrugated cardboard & brown paper bags & cereal boxes, Magazines & catalogs, Junk mail, Plastics [1] - [7], Office paper, E-waste, Yard wastes, Household hazardous wastes",41.1185486,-104.7691926,562920,"Monday - Friday, 7:00 a.m. to 2:30 p.m.; Saturday, 6:30 to 9:30 a.m.",Yes,Free,Free for residents,No,
Laramie Landfill and Recycling Center,"162 Roger Canyon Rd, Laramie, Wyoming, 82072",Wyoming,,(307) 721-5279,,https://www.cityoflaramie.org/267/Landfill-Recycling-Center,Municipal Recycling,Public Drop-off Center,"Glass, metal, tires, batteries, refrigerators, single stream recycling (cardboard, paper, plastics #1 & #2), green waste",41.3508546,-105.5615964,562920,Monday through Saturday 8 am-4:30 pm,Yes,Free,Free for residents,No,
Teton County Solid Waste and Recycling,"3270 S Adams Canyon Dr, Jackson, Wyoming, 83001",Wyoming,,(307) 733-7678,,https://www.tetoncountywy.gov/331/Recycle,Municipal Recycling,Public Drop-off Center,"Aluminum cans, Glass bottles and jars, #1 and #2 plastic bottles and jars, Steel/tin food cans, Aluminum foil and pie plates, Newspapers, Office paper, Magazines and catalogs, Phonebooks and paperback books, Plastic bags, plastic wrap and bubble wrap, Corrugated cardboard and brown paper bags, Electronics, Secure document shredding, Textiles and clothing, Hardback books, Small scrap metal items, Small metal appliances, Food scraps, Bicycle tires and tubes, Bear spray, Batteries, Camping propane canisters, Cell phones and small handheld electronics, Fluorescent tubes and compact fluorescent bulbs (CFLs), Household hazardous waste (HHW), Scrap metal, Yard waste, Mattresses, Tires, Large appliances, Certain construction and demolition materials, Food waste",43.4322782,-110.7807533,562920,"Monday - Friday, 9:00 a.m. to 5:00 p.m.",Yes,Free,Free for residents,No,
Rick's Recycling,"2200 S Union Ave, Bakersfield, CA 93307, California",California,,(661) 832-3248,,,Municipal Recycling,Public Drop-off Center,"Batteries, Electronics, Glass, Light bulbs, Metal, Plastic bags, Plastic, Foam",35.3247697,-119.0026941,562920,,Yes,Free,Free for residents,No,
New World Recycling Center,"3301 Jewett Ave, Bakersfield, CA 93301, California",California,,(661) 325-3508,,,Municipal Recycling,Public Drop-off Center,"Batteries, Glass, Metal, Plastic",35.3897345,-119.0146521,562920,,Yes,Free,Free for residents,No,
"Capital City Recycling, Inc.","3185 Longview Dr Unit C, Sacramento, CA 95821, California",California,,(916) 334-3591,,,Municipal Recycling,Public Drop-off Center,"Batteries, Electronics, Glass, Metal, Plastic",38.6426865,-121.3911467,562920,,Yes,Free,Free for residents,No,
Sierra Waste Recycling and Transfer Station,"8260 Berry Ave, Sacramento, CA 95828, California",California,,(916) 388-8320,,,Municipal Recycling,Public Drop-off Center,"Glass, Light bulbs, Metal, Plastic bags, Plastic, Foam",38.5054217,-121.4020873,562920,,Yes,Free,Free for residents,No,
SV Recycling Center,"8110 Junipero St, Sacramento, CA 95828, California",California,,(916) 387-0177,,,Municipal Recycling,Public Drop-off Center,"Glass, Metal, Plastic bags, Plastic, Foam",38.50308,-121.408147,562920,,Yes,Free,Free for residents,No,
Grand Junction Recycling Drop Off,"333 West Avenue, Grand Junction, CO, Colorado",Colorado,,(970) 256-4136,,https://www.gjcity.org/1329/Recycling-Drop-Off,Municipal Recycling,Public Drop-off Center,See website for details,39.0695283,-108.5799086,562920,"Monday - Friday, 7 a.m. - 4 p.m. and Saturday, 9 a.m. - 3 p.m.",Yes,Free,Free for residents,No,
City of Loveland Recycling Center,"400 N. Wilson Ave., Loveland, CO 80537, Colorado",Colorado,,(970) 962-2529,,https://www.lovgov.org/services/public-works/trash-recycling/recycling-center,Municipal Recycling,Public Drop-off Center,"Yard waste, metal, electronics, household items (paper, cardboard, plastics, glass, aluminum)",40.3962369,-105.109274,562920,"Tuesday - Sunday, 7:30 a.m. to 4:30 p.m.",Yes,Free,Free for residents,No,
Westminster Sustainability Center,"6020 West 91st Avenue, Westminster, CO 80031, Colorado",Colorado,,(303) 593-0808,,https://www.westminsterco.gov/sustainabilitycenter,Municipal Recycling,Public Drop-off Center,"Single-stream recycling (cardboard, paper, plastic, aluminum, and glass) for Westminster residents only. Hard-to-recycle items accepted for a fee.",39.86077299999999,-105.0646171,562920,"Monday through Thursday: 9 am to 4 pm, Friday through Saturday: 9 am to 3 pm, Sundays and holidays: Closed",Yes,Free,Free for residents,No,
The Drop,"440 GCR 72, Fraser, CO 80442, Colorado",Colorado,,(970) 726-5491,,https://www.frasercolorado.com/306/Free-Recycling-and-Pay-As-You-Throw-Tras,Municipal Recycling,Public Drop-off Center,"Aluminum, glass, steel/iron cans, plastic bottles & containers #1-#7 (excluding clam-shell), cardboard, milk/juice cartons, paper bags, paper board, newspapers, office paper, junk mail, magazines, catalogs, phone books, wrapping paper (no foil/ribbons/glitter)",39.9449868,-105.8172316,562920,"Wednesday, Saturday and Sunday 10 a.m. - 6 p.m.",Yes,Free,Free for residents,No,
Bridgewater Town Garage,"324 Hut Hill Rd, Bridgewater, CT, Connecticut",Connecticut,,(860) 354-2441,,https://hrra.org/information-bridgewater/,Municipal Recycling,Public Drop-off Center,"Ammunition/Fireworks, Antifreeze, Appliances, Asphalt, Auto Batteries, Battery Acid, Batteries, Books, Bulky Waste, Cardboard, Carpet/Rugs, Cooking Oil, Christmas Trees, Cylinders, Demolition, Electronic Waste, Eye Glasses, Fire Extinguishers, Furniture, Fuel, Glass (Recyclable), Hazardous Waste, Ink Cartridges, Lawn Equipment, Light Bulbs, Mailers, Mattresses, Metal Scrap, Motor Oil, MSW/Household Trash, Organics (Food), Paints & Stains, Pesticides, Pharmaceuticals, Plastic Film, Propane Tanks, Recycling, Sharps, Shredded Paper, Styrofoam, Swap Shop, Textiles (Clothes, etc), Tires, Tractor/Tires, Yard Waste",41.5171272,-73.3485851,562920,Tuesday: 7:30 a.m. – 1:00 p.m.; Saturday: 9:00 a.m. – 1:00 p.m.,Yes,Free,Free for residents,No,
Brookfield Residential Yard Refuse,"Pocono Rd (between Town Hall and the Firehouse), Connecticut",Connecticut,,,,,Municipal Recycling,Public Drop-off Center,"Paper, Cardboard, Plastics, Glass, Aluminum",41.4690443,-73.3989648,562920,,Yes,Free,Free for residents,No,
Danbury Mom & Pop Recycle Center,"307 White St., Danbury, CT, Connecticut",Connecticut,,(203) 744-8260,,https://hrra.org/information-danbury/,Municipal Recycling,Public Drop-off Center,"Ammunition/Fireworks, Antifreeze, Appliances, Asphalt, Auto Batteries, Battery Acid, Batteries, Books, Bulky Waste, Cardboard, Carpet/Rugs, Cooking Oil, Christmas Trees, Cylinders, Demolition, Electronic Waste, Eye Glasses, Fire Extinguishers, Furniture, Fuel, Glass, Hazardous Waste, Ink Cartridges, Lawn Equipment, Light Bulbs, Mailers, Mattresses, Metal Scrap, Motor Oil, MSW/Household Trash, Organics (Food), Paints & Stains, Pesticides, Pharmaceuticals, Plastic Film, Propane Tanks, Recycling, Sharps, Shredded Paper, Swap Shop, Textiles (Clothes, etc), Tires, Tractor/Tires, Yard Waste",41.4004201,-73.433424,562920,Tuesday 10:00 a.m. – 5:00 p.m.; Wednesday 12:00 p.m. – 8:00 p.m.; Thursday 10:00 a.m. – 2:00 p.m.; Friday 10:00 a.m. – 2:00 p.m.; Saturday 7:30 a.m. – 3:30 p.m.,Yes,Free,Free for residents,No,
